"","date","month","year","doy","subembay","station","class","genus","current_species","density","biovolume","tax"
"5504",2001-04-03,4,2001,93,"LSB","32","Diatom","Rhizosolenia","Rhizosolenia hebetata",1,133025,"DUFF"
"5505",2001-04-03,4,2001,93,"LSB","32","Diatom","Rhizosolenia","Rhizosolenia setigera",20,226690.6,"DUFF"
"5506",2001-04-03,4,2001,93,"LSB","32","Diatom","Thalassiosira","Thalassiosira eccentrica",1,2659,"DUFF"
"5507",2001-04-03,4,2001,93,"LSB","32","Diatom","Thalassiosira","Thalassiosira hendeyi",1,7362.9,"DUFF"
"5508",2001-04-03,4,2001,93,"LSB","32","Diatom","Thalassiosira","Thalassiosira punctigera",6,1500991,"DUFF"
"5509",2001-04-03,4,2001,93,"LSB","32","Diatom","Thalassiosira","Thalassiosira visurgis",12,15927.4,"DUFF"
"5510",2001-04-03,4,2001,93,"LSB","32","Chlorophyte","Chlorella","Chlorella salina",250,3525,"DUFF"
"5511",2001-04-03,4,2001,93,"LSB","32","CHRYSOPHYCEAE","Chromulina","Chromulina spp.",120,312,"DUFF"
"5512",2001-04-03,4,2001,93,"LSB","32","CILIOPHORA","Myrionecta","Myrionecta rubra",3,24543,"DUFF"
"5513",2001-04-03,4,2001,93,"LSB","32","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",440,94864,"DUFF"
"5514",2001-04-03,4,2001,93,"LSB","32","Cyanobacteria","Synechococcus","Synechococcus sp.",500,350,"DUFF"
"5515",2001-04-03,4,2001,93,"LSB","32","Cyanobacteria","Synechocystis","Synechocystis salina",500,2100,"DUFF"
"5516",2001-04-03,4,2001,93,"LSB","32","Cyanobacteria","Synechocystis","Synechocystis sp.",17000,8500,"DUFF"
"5517",2001-04-03,4,2001,93,"LSB","32","Dinoflagellate","Alexandrium","Alexandrium tamarense",5,28846.4,"DUFF"
"5518",2001-04-03,4,2001,93,"LSB","32","Dinoflagellate","Heterocapsa","Heterocapsa triquetra",1,7002,"DUFF"
"5519",2001-04-03,4,2001,93,"LSB","32","Dinoflagellate","Minuscula","Minuscula bipes",1,1885,"DUFF"
"5520",2001-04-03,4,2001,93,"LSB","32","Dinoflagellate","Oxytoxum","Oxytoxum sp.",3,8016,"DUFF"
"5521",2001-04-03,4,2001,93,"LSB","32","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",2500,5925,"DUFF"
"5522",2001-04-03,4,2001,93,"LSB","32","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",10,4817,"DUFF"
"5523",2001-04-10,4,2001,100,"SOU","27","Diatom","Ceratoneis","Ceratoneis closterium",50,18186.3,"DUFF"
"5524",2001-04-10,4,2001,100,"SOU","27","Diatom","Chaetoceros","Chaetoceros brevis",10,132687.5,"DUFF"
"5525",2001-04-10,4,2001,100,"SOU","27","Diatom","Chaetoceros","Chaetoceros socialis",100,58903,"DUFF"
"5526",2001-04-10,4,2001,100,"SOU","27","Diatom","Cyclotella","Cyclotella atomus",120,12912,"DUFF"
"5527",2001-04-10,4,2001,100,"SOU","27","Diatom","Cyclotella","Cyclotella sp.",1200,631440,"DUFF"
"5528",2001-04-10,4,2001,100,"SOU","27","Diatom","Nitzschia","Nitzschia spp.",320,12800,"DUFF"
"5529",2001-04-10,4,2001,100,"SOU","27","Diatom","Paralia","Paralia sulcata",20,23692,"DUFF"
"5530",2001-04-10,4,2001,100,"SOU","27","Diatom","Pleurosigma","Pleurosigma normanii",5,262570,"DUFF"
"5531",2001-04-10,4,2001,100,"SOU","27","Diatom","Rhizosolenia","Rhizosolenia hebetata",5,535037,"DUFF"
"5532",2001-04-10,4,2001,100,"SOU","27","Diatom","Rhizosolenia","Rhizosolenia setigera",30,412321.9,"DUFF"
"5533",2001-04-10,4,2001,100,"SOU","27","Diatom","Skeletonema","Skeletonema costatum",50,16838.4,"DUFF"
"5534",2001-04-10,4,2001,100,"SOU","27","Diatom","Thalassiosira","Thalassiosira eccentrica",35,431569.3,"DUFF"
"5535",2001-04-10,4,2001,100,"SOU","27","Diatom","Thalassiosira","Thalassiosira nodulolineata",5,157075,"DUFF"
"5536",2001-04-10,4,2001,100,"SOU","27","Diatom","Thalassiosira","Thalassiosira punctigera",10,1970975,"DUFF"
"5537",2001-04-10,4,2001,100,"SOU","27","Diatom","Thalassiosira","Thalassiosira visurgis",170,363371,"DUFF"
"5538",2001-04-10,4,2001,100,"SOU","27","Chlorophyte","Chlorella","Chlorella marina",20,2262,"DUFF"
"5539",2001-04-10,4,2001,100,"SOU","27","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",920,198352,"DUFF"
"5540",2001-04-10,4,2001,100,"SOU","27","Cryptophyte","Teleaulax","Teleaulax amphioxeia",80,25464,"DUFF"
"5541",2001-04-10,4,2001,100,"SOU","27","Cyanobacteria","Synechococcus","Synechococcus sp.",250,175,"DUFF"
"5542",2001-04-10,4,2001,100,"SOU","27","Cyanobacteria","Synechocystis","Synechocystis salina",750,3150,"DUFF"
"5543",2001-04-10,4,2001,100,"SOU","27","Cyanobacteria","Synechocystis","Synechocystis sp.",12500,6250,"DUFF"
"5544",2001-04-10,4,2001,100,"SOU","27","Dinoflagellate","Minuscula","Minuscula bipes",15,28275,"DUFF"
"5545",2001-04-10,4,2001,100,"SOU","27","Dinoflagellate","Prorocentrum","Prorocentrum cordatum",2.5,5026.5,"DUFF"
"5546",2001-04-10,4,2001,100,"SOU","27","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",250,287.5,"DUFF"
"5547",2001-04-10,4,2001,100,"SOU","27","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",5,2408.5,"DUFF"
"5548",2001-04-10,4,2001,100,"LSB","32","Diatom","Ceratoneis","Ceratoneis closterium",6,3916.1,"DUFF"
"5549",2001-04-10,4,2001,100,"LSB","32","Diatom","Cyclotella","Cyclotella atomus",120,6036,"DUFF"
"5550",2001-04-10,4,2001,100,"LSB","32","Diatom","Cyclotella","Cyclotella striata",50,32985.8,"DUFF"
"5551",2001-04-10,4,2001,100,"LSB","32","Diatom","Nitzschia","Nitzschia spp.",1080,43200,"DUFF"
"5552",2001-04-10,4,2001,100,"LSB","32","Diatom","Rhizosolenia","Rhizosolenia setigera",1,13744,"DUFF"
"5553",2001-04-10,4,2001,100,"LSB","32","Diatom","Skeletonema","Skeletonema costatum",4,1347,"DUFF"
"5554",2001-04-10,4,2001,100,"LSB","32","Diatom","Thalassiosira","Thalassiosira eccentrica",1,2659,"DUFF"
"5555",2001-04-10,4,2001,100,"LSB","32","CHRYSOPHYCEAE","Chromulina","Chromulina spp.",40,168,"DUFF"
"5556",2001-04-10,4,2001,100,"LSB","32","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",2880,352800,"DUFF"
"5557",2001-04-10,4,2001,100,"LSB","32","Cryptophyte","Teleaulax","Teleaulax amphioxeia",20,6366,"DUFF"
"5558",2001-04-10,4,2001,100,"LSB","32","Cyanobacteria","Myxobaktron","Myxobaktron sp.",30,270,"DUFF"
"5559",2001-04-10,4,2001,100,"LSB","32","Cyanobacteria","Synechococcus","Synechococcus sp.",2500,1750,"DUFF"
"5560",2001-04-10,4,2001,100,"LSB","32","Cyanobacteria","Synechocystis","Synechocystis salina",2000,8400,"DUFF"
"5561",2001-04-10,4,2001,100,"LSB","32","Cyanobacteria","Synechocystis","Synechocystis sp.",5000,2500,"DUFF"
"5562",2001-04-10,4,2001,100,"LSB","32","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",1000,1875,"DUFF"
"5563",2001-04-16,4,2001,106,"CEN","21","Diatom","Actinoptychus","Actinoptychus senarius",10,32173.5,"DUFF"
"5564",2001-04-16,4,2001,106,"CEN","21","Diatom","Ceratoneis","Ceratoneis closterium",25,16537.5,"DUFF"
"5565",2001-04-16,4,2001,106,"CEN","21","Diatom","Cyclotella","Cyclotella atomus",700,98980,"DUFF"
"5566",2001-04-16,4,2001,106,"CEN","21","Diatom","Cyclotella","Cyclotella sp.",140,47152,"DUFF"
"5567",2001-04-16,4,2001,106,"CEN","21","Diatom","Cyclotella","Cyclotella striata",37.5,176709.3,"DUFF"
"5568",2001-04-16,4,2001,106,"CEN","21","Diatom","Nitzschia","Nitzschia spp.",10,400,"DUFF"
"5569",2001-04-16,4,2001,106,"CEN","21","Diatom","Paralia","Paralia sulcata",45,50767.9,"DUFF"
"5570",2001-04-16,4,2001,106,"CEN","21","Diatom","Pleurosigma","Pleurosigma normanii",7.5,562737.5,"DUFF"
"5571",2001-04-16,4,2001,106,"CEN","21","Diatom","Rhizosolenia","Rhizosolenia hebetata",1,158679.7,"DUFF"
"5572",2001-04-16,4,2001,106,"CEN","21","Diatom","Skeletonema","Skeletonema costatum",195,30615,"DUFF"
"5573",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassionema","Thalassionema nitzschioides",10,11232,"DUFF"
"5574",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassiosira","Thalassiosira eccentrica",87.5,1034433.1,"DUFF"
"5575",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassiosira","Thalassiosira punctigera",62.5,18833685.2,"DUFF"
"5576",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassiosira","Thalassiosira rotula",17.5,165753.4,"DUFF"
"5577",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassiosira","Thalassiosira spp.",67.5,284148.7,"DUFF"
"5578",2001-04-16,4,2001,106,"CEN","21","Diatom","Thalassiosira","Thalassiosira visurgis",75,190846.2,"DUFF"
"5579",2001-04-16,4,2001,106,"CEN","21","Chlorophyte","Chlorella","Chlorella sp.",750,6150,"DUFF"
"5580",2001-04-16,4,2001,106,"CEN","21","CILIOPHORA","Myrionecta","Myrionecta rubra",10,81810,"DUFF"
"5581",2001-04-16,4,2001,106,"CEN","21","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",1000,81800,"DUFF"
"5582",2001-04-16,4,2001,106,"CEN","21","Cryptophyte","Teleaulax","Teleaulax amphioxeia",80,25464,"DUFF"
"5583",2001-04-16,4,2001,106,"CEN","21","Cyanobacteria","Synechococcus","Synechococcus sp.",500,350,"DUFF"
"5584",2001-04-16,4,2001,106,"CEN","21","Cyanobacteria","Synechocystis","Synechocystis sp.",11000,5500,"DUFF"
"5585",2001-04-16,4,2001,106,"CEN","21","Dinoflagellate","Gyrodinium","Gyrodinium biconicum",22.5,92772.4,"DUFF"
"5586",2001-04-16,4,2001,106,"CEN","21","Dinoflagellate","Heterocapsa","Heterocapsa triquetra",5,8959.2,"DUFF"
"5587",2001-04-16,4,2001,106,"CEN","21","Dinoflagellate","Minuscula","Minuscula bipes",5,9425,"DUFF"
"5588",2001-04-16,4,2001,106,"CEN","21","Dinoflagellate","Oxytoxum","Oxytoxum sp.",20,53440,"DUFF"
"5589",2001-04-16,4,2001,106,"CEN","21","Dinoflagellate","Scrippsiella","Scrippsiella trochoidea",5,40710.5,"DUFF"
"5590",2001-04-16,4,2001,106,"CEN","21","EUGLENOPHYTA","Eutreptiella","Eutreptiella braarudii",2.5,3217,"DUFF"
"5591",2001-04-16,4,2001,106,"CEN","21","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",1250,2200,"DUFF"
"5592",2001-04-16,4,2001,106,"CEN","21","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",5,2408.5,"DUFF"
"5593",2001-04-16,4,2001,106,"SOU","27","Diatom","Ceratoneis","Ceratoneis closterium",7.5,2025,"DUFF"
"5594",2001-04-16,4,2001,106,"SOU","27","Diatom","Chaetoceros","Chaetoceros socialis",20,11780.6,"DUFF"
"5595",2001-04-16,4,2001,106,"SOU","27","Diatom","Chaetoceros","Chaetoceros subtilis",35,2513,"DUFF"
"5596",2001-04-16,4,2001,106,"SOU","27","Diatom","Cyclotella","Cyclotella atomus",560,106624,"DUFF"
"5597",2001-04-16,4,2001,106,"SOU","27","Diatom","Cyclotella","Cyclotella sp.",600,315720,"DUFF"
"5598",2001-04-16,4,2001,106,"SOU","27","Diatom","Ditylum","Ditylum brightwellii",2.5,792047.6,"DUFF"
"5599",2001-04-16,4,2001,106,"SOU","27","Diatom","Nitzschia","Nitzschia longissima",5,5635,"DUFF"
"5600",2001-04-16,4,2001,106,"SOU","27","Diatom","Pleurosigma","Pleurosigma normanii",5,328125,"DUFF"
"5601",2001-04-16,4,2001,106,"SOU","27","Diatom","Pleurosigma","Pleurosigma strigosum",5,142000,"DUFF"
"5602",2001-04-16,4,2001,106,"SOU","27","Diatom","Pseudonitzschia","Pseudo-nitzschia delicatissima",10,4900,"DUFF"
"5603",2001-04-16,4,2001,106,"SOU","27","Diatom","Rhizosolenia","Rhizosolenia hebetata",5,544854,"DUFF"
"5604",2001-04-16,4,2001,106,"SOU","27","Diatom","Rhizosolenia","Rhizosolenia setigera",2.5,16838,"DUFF"
"5605",2001-04-16,4,2001,106,"SOU","27","Diatom","Skeletonema","Skeletonema costatum",235,177190,"DUFF"
"5606",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira eccentrica",5,60316.8,"DUFF"
"5607",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira hendeyi",2.5,148485,"DUFF"
"5608",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira nodulolineata",5,720370,"DUFF"
"5609",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira punctigera",55,9233496.8,"DUFF"
"5610",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira rotula",52.5,689955,"DUFF"
"5611",2001-04-16,4,2001,106,"SOU","27","Diatom","Thalassiosira","Thalassiosira visurgis",62.5,294515.6,"DUFF"
"5612",2001-04-16,4,2001,106,"SOU","27","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",3240,145152,"DUFF"
"5613",2001-04-16,4,2001,106,"SOU","27","Cryptophyte","Teleaulax","Teleaulax amphioxeia",80,25464,"DUFF"
"5614",2001-04-16,4,2001,106,"SOU","27","Cyanobacteria","Myxobaktron","Myxobaktron sp.",20,180,"DUFF"
"5615",2001-04-16,4,2001,106,"SOU","27","Cyanobacteria","Synechocystis","Synechocystis sp.",11000,5500,"DUFF"
"5616",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Alexandrium","Alexandrium tamarense",5,35836.5,"DUFF"
"5617",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Gyrodinium","Gyrodinium biconicum",12.5,37628.8,"DUFF"
"5618",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Heterocapsa","Heterocapsa rotundata",7.5,11826,"DUFF"
"5619",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Heterocapsa","Heterocapsa triquetra",12.5,31955,"DUFF"
"5620",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Minuscula","Minuscula bipes",2.5,4712.5,"DUFF"
"5621",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Oxytoxum","Oxytoxum sp.",5,13360,"DUFF"
"5622",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Polykrikos","Polykrikos schwartzii",2.5,192801.7,"DUFF"
"5623",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Prorocentrum","Prorocentrum cordatum",2.5,7301,"DUFF"
"5624",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Prorocentrum","Prorocentrum gracile",2.5,34360,"DUFF"
"5625",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Protoperidinium","Protoperidinium sp.",2.5,71825,"DUFF"
"5626",2001-04-16,4,2001,106,"SOU","27","Dinoflagellate","Scrippsiella","Scrippsiella trochoidea",2.5,29983.4,"DUFF"
"5627",2001-04-16,4,2001,106,"SOU","27","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",500,1300,"DUFF"
"5628",2001-04-16,4,2001,106,"SOU","27","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",12.5,6021.3,"DUFF"
"5629",2001-04-16,4,2001,106,"LSB","32","Diatom","Ceratoneis","Ceratoneis closterium",2,540,"DUFF"
"5630",2001-04-16,4,2001,106,"LSB","32","Diatom","Cyclotella","Cyclotella atomus",20,3054,"DUFF"
"5631",2001-04-16,4,2001,106,"LSB","32","Diatom","Nitzschia","Nitzschia spp.",280,11200,"DUFF"
"5632",2001-04-16,4,2001,106,"LSB","32","Diatom","Pleurosigma","Pleurosigma strigosum",1,67812.5,"DUFF"
"5633",2001-04-16,4,2001,106,"LSB","32","Diatom","Thalassiosira","Thalassiosira eccentrica",3,13684.4,"DUFF"
"5634",2001-04-16,4,2001,106,"LSB","32","CILIOPHORA","Myrionecta","Myrionecta rubra",19,166008.7,"DUFF"
"5635",2001-04-16,4,2001,106,"LSB","32","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",4720,211456,"DUFF"
"5636",2001-04-16,4,2001,106,"LSB","32","Cryptophyte","Teleaulax","Teleaulax amphioxeia",80,25464,"DUFF"
"5637",2001-04-16,4,2001,106,"LSB","32","Cyanobacteria","Myxobaktron","Myxobaktron sp.",80,720,"DUFF"
"5638",2001-04-16,4,2001,106,"LSB","32","Cyanobacteria","Synechocystis","Synechocystis sp.",11750,5875,"DUFF"
"5639",2001-04-16,4,2001,106,"LSB","32","Dinoflagellate","Gyrodinium","Gyrodinium biconicum",5,28148,"DUFF"
"5640",2001-04-16,4,2001,106,"LSB","32","Dinoflagellate","Heterocapsa","Heterocapsa rotundata",2,3153.6,"DUFF"
"5641",2001-04-16,4,2001,106,"LSB","32","Dinoflagellate","Heterocapsa","Heterocapsa triquetra",2,5112.8,"DUFF"
"5642",2001-04-16,4,2001,106,"LSB","32","EUGLENOPHYTA","Eutreptia","Eutreptia lanowii",2,1071,"DUFF"
"5643",2001-04-16,4,2001,106,"LSB","32","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",750,862.5,"DUFF"
"5644",2001-04-16,4,2001,106,"LSB","32","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",1,1355,"DUFF"
"5645",2001-04-24,4,2001,114,"SPB","13","Diatom","Ceratoneis","Ceratoneis closterium",12.5,4893.8,"DUFF"
"5646",2001-04-24,4,2001,114,"SPB","13","Diatom","Chaetoceros","Chaetoceros subtilis",15,6031.5,"DUFF"
"5647",2001-04-24,4,2001,114,"SPB","13","Diatom","Cyclotella","Cyclotella atomus",640,42880,"DUFF"
"5648",2001-04-24,4,2001,114,"SPB","13","Diatom","Cyclotella","Cyclotella sp.",120,35520,"DUFF"
"5649",2001-04-24,4,2001,114,"SPB","13","Diatom","Cyclotella","Cyclotella striata",520,600444,"DUFF"
"5650",2001-04-24,4,2001,114,"SPB","13","Diatom","Gyrosigma","Gyrosigma macrum",1,2556,"DUFF"
"5651",2001-04-24,4,2001,114,"SPB","13","Diatom","Melosira","Melosira nummuloides",2.5,55222,"DUFF"
"5652",2001-04-24,4,2001,114,"SPB","13","Diatom","Pleurosigma","Pleurosigma normanii",2.5,65547.5,"DUFF"
"5653",2001-04-24,4,2001,114,"SPB","13","Diatom","Pleurosigma","Pleurosigma sp. 2",17.5,108281.3,"DUFF"
"5654",2001-04-24,4,2001,114,"SPB","13","Diatom","Rhizosolenia","Rhizosolenia setigera",17.5,127962.7,"DUFF"
"5655",2001-04-24,4,2001,114,"SPB","13","Diatom","Skeletonema","Skeletonema costatum",100,29600,"DUFF"
"5656",2001-04-24,4,2001,114,"SPB","13","Diatom","Thalassionema","Thalassionema nitzschioides",10,6752,"DUFF"
"5657",2001-04-24,4,2001,114,"SPB","13","Diatom","Thalassiosira","Thalassiosira eccentrica",20,322533.9,"DUFF"
"5658",2001-04-24,4,2001,114,"SPB","13","Diatom","Thalassiosira","Thalassiosira nodulolineata",2.5,92456.3,"DUFF"
"5659",2001-04-24,4,2001,114,"SPB","13","Diatom","Thalassiosira","Thalassiosira punctigera",10,2197400,"DUFF"
"5660",2001-04-24,4,2001,114,"SPB","13","Diatom","Thalassiosira","Thalassiosira visurgis",5,26669,"DUFF"
"5661",2001-04-24,4,2001,114,"SPB","13","CHRYSOPHYCEAE","Chromulina","Chromulina spp.",50,210,"DUFF"
"5662",2001-04-24,4,2001,114,"SPB","13","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",1920,235200,"DUFF"
"5663",2001-04-24,4,2001,114,"SPB","13","Cryptophyte","Teleaulax","Teleaulax amphioxeia",160,50928,"DUFF"
"5664",2001-04-24,4,2001,114,"SPB","13","Cyanobacteria","Synechocystis","Synechocystis salina",500,2100,"DUFF"
"5665",2001-04-24,4,2001,114,"SPB","13","Cyanobacteria","Synechocystis","Synechocystis sp.",40000,20000,"DUFF"
"5666",2001-04-24,4,2001,114,"SPB","13","Dinoflagellate","Minuscula","Minuscula bipes",5,9425,"DUFF"
"5667",2001-04-24,4,2001,114,"SPB","13","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",2500,6500,"DUFF"
"5668",2001-04-24,4,2001,114,"SPB","13","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",5,7628,"DUFF"
"5669",2001-04-24,4,2001,114,"CEN","18","Diatom","Asterionellopsis","Asterionellopsis glacialis",85,85000,"DUFF"
"5670",2001-04-24,4,2001,114,"CEN","18","Diatom","Bacterosira","Bacterosira bathyomphala",5,168887,"DUFF"
"5671",2001-04-24,4,2001,114,"CEN","18","Diatom","Ceratoneis","Ceratoneis closterium",2.5,978.8,"DUFF"
"5672",2001-04-24,4,2001,114,"CEN","18","Diatom","Chaetoceros","Chaetoceros socialis",102.5,206082.4,"DUFF"
"5673",2001-04-24,4,2001,114,"CEN","18","Diatom","Chaetoceros","Chaetoceros subtilis",17.5,7035,"DUFF"
"5674",2001-04-24,4,2001,114,"CEN","18","Diatom","Cyclotella","Cyclotella atomus",40,2672,"DUFF"
"5675",2001-04-24,4,2001,114,"CEN","18","Diatom","Cyclotella","Cyclotella sp.",20,6736,"DUFF"
"5676",2001-04-24,4,2001,114,"CEN","18","Diatom","Cyclotella","Cyclotella striata",320,304000,"DUFF"
"5677",2001-04-24,4,2001,114,"CEN","18","Diatom","Melosira","Melosira nummuloides",5,61357,"DUFF"
"5678",2001-04-24,4,2001,114,"CEN","18","Diatom","Nitzschia","Nitzschia longissima",2.5,843.8,"DUFF"
"5679",2001-04-24,4,2001,114,"CEN","18","Diatom","Paralia","Paralia sulcata",10,48844,"DUFF"
"5680",2001-04-24,4,2001,114,"CEN","18","Diatom","Pleurosigma","Pleurosigma sp. 2",2.5,16453.1,"DUFF"
"5681",2001-04-24,4,2001,114,"CEN","18","Diatom","Pleurosigma","Pleurosigma strigosum",2.5,52291.9,"DUFF"
"5682",2001-04-24,4,2001,114,"CEN","18","Diatom","Pseudonitzschia","Pseudo-nitzschia seriata",30,51300,"DUFF"
"5683",2001-04-24,4,2001,114,"CEN","18","Diatom","Rhizosolenia","Rhizosolenia hebetata",5,353418.8,"DUFF"
"5684",2001-04-24,4,2001,114,"CEN","18","Diatom","Rhizosolenia","Rhizosolenia setigera",10,307428,"DUFF"
"5685",2001-04-24,4,2001,114,"CEN","18","Diatom","Skeletonema","Skeletonema costatum",450,180900,"DUFF"
"5686",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassionema","Thalassionema nitzschioides",1,550,"DUFF"
"5687",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira eccentrica",25,143576.4,"DUFF"
"5688",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira gravida",55,103933,"DUFF"
"5689",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira hendeyi",7.5,141367.5,"DUFF"
"5690",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira punctigera",10,2941524,"DUFF"
"5691",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira rotula",37.5,301584,"DUFF"
"5692",2001-04-24,4,2001,114,"CEN","18","Diatom","Thalassiosira","Thalassiosira visurgis",22.5,153949.2,"DUFF"
"5693",2001-04-24,4,2001,114,"CEN","18","CHRYSOPHYCEAE","Chromulina","Chromulina spp.",80,336,"DUFF"
"5694",2001-04-24,4,2001,114,"CEN","18","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",400,49000,"DUFF"
"5695",2001-04-24,4,2001,114,"CEN","18","Cyanobacteria","Myxobaktron","Myxobaktron sp.",40,360,"DUFF"
"5696",2001-04-24,4,2001,114,"CEN","18","Cyanobacteria","Synechocystis","Synechocystis sp.",33000,16500,"DUFF"
"5697",2001-04-24,4,2001,114,"CEN","18","Dinoflagellate","Minuscula","Minuscula bipes",2.5,4712.5,"DUFF"
"5698",2001-04-24,4,2001,114,"CEN","18","Dinoflagellate","Oxytoxum","Oxytoxum sp.",2.5,6680,"DUFF"
"5699",2001-04-24,4,2001,114,"CEN","18","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",8500,22100,"DUFF"
"5700",2001-04-24,4,2001,114,"CEN","18","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",7.5,11442,"DUFF"
"5701",2001-04-26,4,2001,116,"SOU","27","Diatom","Cyclotella","Cyclotella atomus",20,1180,"DUFF"
"5702",2001-04-26,4,2001,116,"SOU","27","Diatom","Cyclotella","Cyclotella sp.",2.5,976.5,"DUFF"
"5703",2001-04-26,4,2001,116,"SOU","27","Diatom","Pleurosigma","Pleurosigma normanii",2.5,194262.5,"DUFF"
"5704",2001-04-26,4,2001,116,"SOU","27","Diatom","Thalassionema","Thalassionema nitzschioides",10,6930,"DUFF"
"5705",2001-04-26,4,2001,116,"SOU","27","Diatom","Thalassiosira","Thalassiosira hendeyi",2.5,139972,"DUFF"
"5706",2001-04-26,4,2001,116,"SOU","27","Diatom","Thalassiosira","Thalassiosira punctigera",5,1278669,"DUFF"
"5707",2001-04-26,4,2001,116,"SOU","27","Diatom","Thalassiosira","Thalassiosira visurgis",2.5,4417.5,"DUFF"
"5708",2001-04-26,4,2001,116,"SOU","27","CHRYSOPHYCEAE","Chromulina","Chromulina spp.",120,504,"DUFF"
"5709",2001-04-26,4,2001,116,"SOU","27","Cryptophyte","Plagioselmis","Plagioselmis prolonga var. nordica",1000,122500,"DUFF"
"5710",2001-04-26,4,2001,116,"SOU","27","Cryptophyte","Teleaulax","Teleaulax amphioxeia",20,6366,"DUFF"
"5711",2001-04-26,4,2001,116,"SOU","27","Cyanobacteria","Synechocystis","Synechocystis salina",15500,17825,"DUFF"
"5712",2001-04-26,4,2001,116,"SOU","27","Cyanobacteria","Synechocystis","Synechocystis sp.",1000,500,"DUFF"
"5713",2001-04-26,4,2001,116,"SOU","27","Dinoflagellate","Gonyaulax","Gonyaulax sp.",2.5,8863.2,"DUFF"
"5714",2001-04-26,4,2001,116,"SOU","27","Dinoflagellate","Gyrodinium","Gyrodinium biconicum",10,21502,"DUFF"
"5715",2001-04-26,4,2001,116,"SOU","27","Dinoflagellate","Heterocapsa","Heterocapsa triquetra",37.5,32977.5,"DUFF"
"5716",2001-04-26,4,2001,116,"SOU","27","EUGLENOPHYTA","Eutreptia","Eutreptia lanowii",7.5,5287.5,"DUFF"
"5717",2001-04-26,4,2001,116,"SOU","27","EUSTIGMATOPHYTA","Nannochloropsis","Nannochloropsis spp.",3000,4425,"DUFF"
"5718",2001-04-26,4,2001,116,"SOU","27","PRASINOPHYTA","Pyramimonas","Pyramimonas disomata",20,30512,"DUFF"
"5719",2001-04-26,4,2001,116,"LSB","32","Diatom","Cyclotella","Cyclotella striata",10,2714,"DUFF"
